Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,149912,-,b'Haryana',b'India',28.42,77.41,5,201,5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,Temperature,,,,Clearsky DNI,,,,Dew Point,,DNI,,,,Relative Humidity,,,Pressure,,,Wind Speed,,,,,,,,,,,,,,,,,,,,
2020,1,2,18,0,15.6,,,,,,,,8.9,,0,,,,64.17,,,997,,,0.9,,,,,,,,,,,,,,,,,,,,
2020,1,2,19,0,15.1,,,,,,,,8.9,,0,,,,66.45,,,997,,,0.9,,,,,,,,,,,,,,,,,,,,
2020,1,2,20,0,14.6,,,,,,,,9,,0,,,,68.88,,,997,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,2,21,0,14,,,,,,,,9,,0,,,,71.85,,,997,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,2,22,0,13.3,,,,,,,,9.1,,0,,,,75.56,,,997,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,2,23,0,12.8,,,,,,,,9.2,,0,,,,78.63,,,997,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,3,0,0,12.4,,,,,,,,9.3,,0,,,,81.37,,,996,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,3,1,0,11.9,,,,,,,,9.5,,0,,,,85.04,,,996,,,1.2,,,,,,,,,,,,,,,,,,,,
2020,1,3,2,0,11,,,,,,,,9.7,,0,,,,91.42,,,995,,,1.3,,,,,,,,,,,,,,,,,,,,
2020,1,3,3,0,10.1,,,,,,,,9.9,,0,,,,98.5,,,995,,,1.2,,,,,,,,,,,,,,,,,,,,
2020,1,3,4,0,9.2,,,,,,,,9.2,,0,,,,100,,,995,,,1.2,,,,,,,,,,,,,,,,,,,,
2020,1,3,5,0,8.7,,,,,,,,8.7,,0,,,,100,,,995,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,3,6,0,8.4,,,,,,,,8.4,,0,,,,100,,,996,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,3,7,0,10.4,,,,,,,,10.3,,13,,,,99.56,,,996,,,1.2,,,,,,,,,,,,,,,,,,,,
2020,1,3,8,0,12.9,,,,,,,,10.7,,148,,,,86.42,,,997,,,1.8,,,,,,,,,,,,,,,,,,,,
2020,1,3,9,0,16.2,,,,,,,,11.1,,264,,,,71.8,,,998,,,2,,,,,,,,,,,,,,,,,,,,
2020,1,3,10,0,18.4,,,,,,,,11.3,,372,,,,63.24,,,997,,,1.7,,,,,,,,,,,,,,,,,,,,
2020,1,3,11,0,19.9,,,,,,,,11.1,,554,,,,56.92,,,996,,,1.3,,,,,,,,,,,,,,,,,,,,
2020,1,3,12,0,20.8,,,,,,,,10.5,,583,,,,51.79,,,994,,,0.9,,,,,,,,,,,,,,,,,,,,
2020,1,3,13,0,21.1,,,,,,,,9.8,,567,,,,48.53,,,993,,,0.9,,,,,,,,,,,,,,,,,,,,
2020,1,3,14,0,20.9,,,,,,,,9.4,,500,,,,47.87,,,993,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,3,15,0,20.2,,,,,,,,9.4,,393,,,,49.78,,,993,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,3,16,0,18.2,,,,,,,,10.3,,215,,,,59.93,,,993,,,0.7,,,,,,,,,,,,,,,,,,,,
2020,1,3,17,0,16.8,,,,,,,,9.1,,0,,,,60.61,,,993,,,0.9,,,,,,,,,,,,,,,,,,,,
2020,1,3,18,0,15.9,,,,,,,,9.2,,0,,,,64.3,,,994,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,3,19,0,15.1,,,,,,,,9.2,,0,,,,67.82,,,994,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,3,20,0,14.4,,,,,,,,9.3,,0,,,,71.27,,,995,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,3,21,0,13.6,,,,,,,,9.4,,0,,,,75.67,,,995,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,3,22,0,12.9,,,,,,,,9.5,,0,,,,79.99,,,995,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,3,23,0,12.2,,,,,,,,9.7,,0,,,,84.63,,,995,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,4,0,0,11.6,,,,,,,,9.8,,0,,,,88.92,,,995,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,4,1,0,11.2,,,,,,,,9.9,,0,,,,91.95,,,994,,,0.9,,,,,,,,,,,,,,,,,,,,
2020,1,4,2,0,10.8,,,,,,,,10,,0,,,,94.9,,,994,,,0.8,,,,,,,,,,,,,,,,,,,,
2020,1,4,3,0,10.4,,,,,,,,10,,0,,,,97.56,,,994,,,0.8,,,,,,,,,,,,,,,,,,,,
2020,1,4,4,0,9.9,,,,,,,,9.9,,0,,,,100,,,993,,,0.7,,,,,,,,,,,,,,,,,,,,
2020,1,4,5,0,9.4,,,,,,,,9.4,,0,,,,100,,,994,,,0.7,,,,,,,,,,,,,,,,,,,,
2020,1,4,6,0,9.2,,,,,,,,9.2,,0,,,,100,,,994,,,0.7,,,,,,,,,,,,,,,,,,,,
2020,1,4,7,0,10.1,,,,,,,,9.6,,22,,,,96.74,,,995,,,0.7,,,,,,,,,,,,,,,,,,,,
2020,1,4,8,0,12.4,,,,,,,,9.6,,223,,,,83.26,,,996,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,4,9,0,16.8,,,,,,,,9,,394,,,,60.21,,,996,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,4,10,0,19.5,,,,,,,,8.1,,493,,,,47.8,,,996,,,1.6,,,,,,,,,,,,,,,,,,,,
2020,1,4,11,0,20.5,,,,,,,,7.5,,471,,,,43.11,,,995,,,2.1,,,,,,,,,,,,,,,,,,,,
2020,1,4,12,0,21.1,,,,,,,,6.9,,500,,,,39.91,,,994,,,2.5,,,,,,,,,,,,,,,,,,,,
2020,1,4,13,0,21.4,,,,,,,,6.3,,504,,,,37.57,,,993,,,2.7,,,,,,,,,,,,,,,,,,,,
2020,1,4,14,0,21.1,,,,,,,,5.6,,395,,,,36.49,,,992,,,2.7,,,,,,,,,,,,,,,,,,,,
2020,1,4,15,0,20.2,,,,,,,,5.7,,315,,,,38.84,,,992,,,2.2,,,,,,,,,,,,,,,,,,,,
2020,1,4,16,0,16.7,,,,,,,,7.2,,176,,,,53.42,,,992,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,4,17,0,14.3,,,,,,,,5.4,,0,,,,55.28,,,993,,,1.2,,,,,,,,,,,,,,,,,,,,
2020,1,4,18,0,13.3,,,,,,,,4.9,,0,,,,56.74,,,994,,,1.3,,,,,,,,,,,,,,,,,,,,
2020,1,4,19,0,12.4,,,,,,,,4.3,,0,,,,57.65,,,994,,,1.4,,,,,,,,,,,,,,,,,,,,
2020,1,4,20,0,11.5,,,,,,,,3.7,,0,,,,58.62,,,995,,,1.4,,,,,,,,,,,,,,,,,,,,
2020,1,4,21,0,10.7,,,,,,,,3.1,,0,,,,59.28,,,995,,,1.5,,,,,,,,,,,,,,,,,,,,
2020,1,4,22,0,10,,,,,,,,2.6,,0,,,,60.19,,,995,,,1.5,,,,,,,,,,,,,,,,,,,,
2020,1,4,23,0,9.3,,,,,,,,2.3,,0,,,,61.83,,,995,,,1.4,,,,,,,,,,,,,,,,,,,,
2020,1,5,0,0,8.8,,,,,,,,2.2,,0,,,,63.06,,,994,,,1.4,,,,,,,,,,,,,,,,,,,,
2020,1,5,1,0,8.3,,,,,,,,2.1,,0,,,,64.84,,,994,,,1.3,,,,,,,,,,,,,,,,,,,,
2020,1,5,2,0,8,,,,,,,,2.1,,0,,,,66.37,,,994,,,1.2,,,,,,,,,,,,,,,,,,,,
2020,1,5,3,0,7.8,,,,,,,,2.1,,0,,,,67.45,,,993,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,5,4,0,7.8,,,,,,,,2.2,,0,,,,67.55,,,993,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,5,5,0,7.7,,,,,,,,2.2,,0,,,,68.18,,,994,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,5,6,0,7.5,,,,,,,,2.2,,0,,,,69.11,,,994,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,5,7,0,8.8,,,,,,,,2.8,,21,,,,65.99,,,995,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,5,8,0,11.7,,,,,,,,2.8,,210,,,,54.56,,,996,,,2.3,,,,,,,,,,,,,,,,,,,,
2020,1,5,9,0,14.5,,,,,,,,3.5,,377,,,,47.77,,,996,,,2.2,,,,,,,,,,,,,,,,,,,,
2020,1,5,10,0,18.7,,,,,,,,3.6,,489,,,,36.7,,,996,,,2.5,,,,,,,,,,,,,,,,,,,,
2020,1,5,11,0,20.5,,,,,,,,3.8,,463,,,,33.36,,,995,,,2.6,,,,,,,,,,,,,,,,,,,,
2020,1,5,12,0,21.3,,,,,,,,3.9,,504,,,,31.92,,,993,,,2.7,,,,,,,,,,,,,,,,,,,,
2020,1,5,13,0,21.5,,,,,,,,3.7,,504,,,,31.09,,,993,,,3,,,,,,,,,,,,,,,,,,,,
2020,1,5,14,0,20.9,,,,,,,,3.5,,372,,,,31.81,,,992,,,2.8,,,,,,,,,,,,,,,,,,,,
2020,1,5,15,0,19.6,,,,,,,,4.7,,288,,,,37.5,,,993,,,1.9,,,,,,,,,,,,,,,,,,,,
2020,1,5,16,0,16.3,,,,,,,,6.4,,150,,,,51.83,,,993,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,5,17,0,14.1,,,,,,,,4.9,,5,,,,53.99,,,994,,,1.2,,,,,,,,,,,,,,,,,,,,
2020,1,5,18,0,13.1,,,,,,,,4.7,,0,,,,56.53,,,995,,,1.2,,,,,,,,,,,,,,,,,,,,
2020,1,5,19,0,12.2,,,,,,,,4.5,,0,,,,59.23,,,996,,,1.2,,,,,,,,,,,,,,,,,,,,
2020,1,5,20,0,11.1,,,,,,,,4,,0,,,,61.82,,,996,,,1.3,,,,,,,,,,,,,,,,,,,,
2020,1,5,21,0,10.3,,,,,,,,3.8,,0,,,,63.87,,,996,,,1.2,,,,,,,,,,,,,,,,,,,,
2020,1,5,22,0,9.7,,,,,,,,3.5,,0,,,,65.51,,,996,,,1.2,,,,,,,,,,,,,,,,,,,,
2020,1,5,23,0,9.3,,,,,,,,3.3,,0,,,,66.16,,,995,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,6,0,0,9,,,,,,,,3.1,,0,,,,66.4,,,995,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,6,1,0,9.2,,,,,,,,2.9,,0,,,,64.78,,,995,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,6,2,0,9.4,,,,,,,,2.6,,0,,,,62.66,,,994,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,6,3,0,9,,,,,,,,2.4,,0,,,,63.1,,,994,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,6,4,0,8.6,,,,,,,,2.2,,0,,,,63.95,,,994,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,6,5,0,8.5,,,,,,,,1.9,,0,,,,63.41,,,995,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,6,6,0,8.4,,,,,,,,1.7,,0,,,,62.65,,,995,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,6,7,0,10,,,,,,,,2.6,,31,,,,60.09,,,995,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,6,8,0,12.3,,,,,,,,2.1,,265,,,,49.65,,,996,,,2,,,,,,,,,,,,,,,,,,,,
2020,1,6,9,0,14.6,,,,,,,,2.8,,130,,,,45.14,,,997,,,1.7,,,,,,,,,,,,,,,,,,,,
2020,1,6,10,0,18.4,,,,,,,,2.2,,176,,,,33.78,,,997,,,1.5,,,,,,,,,,,,,,,,,,,,
2020,1,6,11,0,20.6,,,,,,,,1.9,,203,,,,29.01,,,996,,,1.5,,,,,,,,,,,,,,,,,,,,
2020,1,6,12,0,21.6,,,,,,,,2.4,,210,,,,28.14,,,995,,,1.5,,,,,,,,,,,,,,,,,,,,
2020,1,6,13,0,21.9,,,,,,,,2.7,,200,,,,28.3,,,994,,,1.3,,,,,,,,,,,,,,,,,,,,
2020,1,6,14,0,21.6,,,,,,,,3,,444,,,,29.39,,,994,,,1.1,,,,,,,,,,,,,,,,,,,,
2020,1,6,15,0,20.5,,,,,,,,4.6,,121,,,,35.32,,,994,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,6,16,0,17.5,,,,,,,,7.1,,51,,,,50.45,,,994,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,6,17,0,14.6,,,,,,,,5.5,,6,,,,54.31,,,995,,,1.4,,,,,,,,,,,,,,,,,,,,
2020,1,6,18,0,14.5,,,,,,,,5.6,,0,,,,55.3,,,995,,,2.2,,,,,,,,,,,,,,,,,,,,
2020,1,6,19,0,13.1,,,,,,,,6.4,,0,,,,63.69,,,996,,,2.4,,,,,,,,,,,,,,,,,,,,
2020,1,6,20,0,12.4,,,,,,,,7.6,,0,,,,72.56,,,996,,,2.8,,,,,,,,,,,,,,,,,,,,
2020,1,6,21,0,12,,,,,,,,8.7,,0,,,,80.02,,,996,,,2.6,,,,,,,,,,,,,,,,,,,,
2020,1,6,22,0,11.6,,,,,,,,9.3,,0,,,,85.71,,,996,,,2,,,,,,,,,,,,,,,,,,,,
2020,1,6,23,0,11.2,,,,,,,,9.6,,0,,,,89.76,,,995,,,1.5,,,,,,,,,,,,,,,,,,,,
2020,1,7,0,0,11.5,,,,,,,,9.8,,0,,,,89.08,,,995,,,1.6,,,,,,,,,,,,,,,,,,,,
2020,1,7,1,0,11.4,,,,,,,,9.8,,0,,,,90.15,,,995,,,1.7,,,,,,,,,,,,,,,,,,,,
2020,1,7,2,0,11,,,,,,,,9.8,,0,,,,92.6,,,994,,,1.7,,,,,,,,,,,,,,,,,,,,
2020,1,7,3,0,10.2,,,,,,,,9.8,,0,,,,97.25,,,994,,,1.5,,,,,,,,,,,,,,,,,,,,
2020,1,7,4,0,9.7,,,,,,,,9.7,,0,,,,99.88,,,994,,,1.7,,,,,,,,,,,,,,,,,,,,
2020,1,7,5,0,9.1,,,,,,,,9.1,,0,,,,100,,,994,,,1.7,,,,,,,,,,,,,,,,,,,,
2020,1,7,6,0,8.8,,,,,,,,8.8,,0,,,,100,,,995,,,1.6,,,,,,,,,,,,,,,,,,,,
2020,1,7,7,0,10.4,,,,,,,,9.4,,18,,,,93.76,,,995,,,2.6,,,,,,,,,,,,,,,,,,,,
2020,1,7,8,0,12.3,,,,,,,,10,,205,,,,85.7,,,996,,,2.4,,,,,,,,,,,,,,,,,,,,
2020,1,7,9,0,15.8,,,,,,,,9.9,,129,,,,68.09,,,996,,,2.8,,,,,,,,,,,,,,,,,,,,
2020,1,7,10,0,18.7,,,,,,,,8.9,,175,,,,53.04,,,996,,,2.8,,,,,,,,,,,,,,,,,,,,
2020,1,7,11,0,20.3,,,,,,,,8.1,,202,,,,45.34,,,994,,,2.4,,,,,,,,,,,,,,,,,,,,
2020,1,7,12,0,21.4,,,,,,,,7.4,,209,,,,40.55,,,993,,,2.1,,,,,,,,,,,,,,,,,,,,
2020,1,7,13,0,22.1,,,,,,,,7.1,,452,,,,38.05,,,992,,,1.8,,,,,,,,,,,,,,,,,,,,
2020,1,7,14,0,21.9,,,,,,,,7.1,,347,,,,38.48,,,991,,,1.3,,,,,,,,,,,,,,,,,,,,
2020,1,7,15,0,20.9,,,,,,,,8.4,,217,,,,44.59,,,991,,,0.6,,,,,,,,,,,,,,,,,,,,
2020,1,7,16,0,18.1,,,,,,,,10,,87,,,,59.2,,,991,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,7,17,0,16.3,,,,,,,,9.5,,2,,,,64.2,,,991,,,1.9,,,,,,,,,,,,,,,,,,,,
2020,1,7,18,0,15.4,,,,,,,,10.1,,0,,,,70.91,,,992,,,3,,,,,,,,,,,,,,,,,,,,
2020,1,7,19,0,14.2,,,,,,,,10.9,,0,,,,80.8,,,992,,,3.2,,,,,,,,,,,,,,,,,,,,
2020,1,7,20,0,13.3,,,,,,,,11.4,,0,,,,88.43,,,992,,,2.9,,,,,,,,,,,,,,,,,,,,
2020,1,7,21,0,12.9,,,,,,,,11.6,,0,,,,92.07,,,993,,,2.5,,,,,,,,,,,,,,,,,,,,
2020,1,7,22,0,12.6,,,,,,,,11.7,,0,,,,94.33,,,992,,,1.9,,,,,,,,,,,,,,,,,,,,
2020,1,7,23,0,12.3,,,,,,,,11.7,,0,,,,96.13,,,992,,,1.3,,,,,,,,,,,,,,,,,,,,
2020,1,8,0,0,12.1,,,,,,,,11.6,,0,,,,96.89,,,992,,,0.9,,,,,,,,,,,,,,,,,,,,
2020,1,8,1,0,11.9,,,,,,,,11.5,,0,,,,97.3,,,991,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,8,2,0,11.8,,,,,,,,11.3,,0,,,,97.04,,,991,,,1.2,,,,,,,,,,,,,,,,,,,,
2020,1,8,3,0,11.7,,,,,,,,11.2,,0,,,,96.64,,,990,,,1.4,,,,,,,,,,,,,,,,,,,,
2020,1,8,4,0,11.6,,,,,,,,11,,0,,,,96.27,,,990,,,1.6,,,,,,,,,,,,,,,,,,,,
2020,1,8,5,0,11.4,,,,,,,,10.9,,0,,,,96.52,,,991,,,1.9,,,,,,,,,,,,,,,,,,,,
2020,1,8,6,0,11.3,,,,,,,,10.7,,0,,,,96.05,,,991,,,2,,,,,,,,,,,,,,,,,,,,
2020,1,8,7,0,11.6,,,,,,,,10.7,,4,,,,94.26,,,992,,,2.4,,,,,,,,,,,,,,,,,,,,
2020,1,8,8,0,12.4,,,,,,,,11,,94,,,,91.08,,,993,,,2.5,,,,,,,,,,,,,,,,,,,,
2020,1,8,9,0,14,,,,,,,,11.3,,136,,,,84.03,,,993,,,2.7,,,,,,,,,,,,,,,,,,,,
2020,1,8,10,0,15.9,,,,,,,,11.5,,185,,,,74.89,,,993,,,3,,,,,,,,,,,,,,,,,,,,
2020,1,8,11,0,17.3,,,,,,,,11.2,,376,,,,67.57,,,992,,,2.9,,,,,,,,,,,,,,,,,,,,
2020,1,8,12,0,17.5,,,,,,,,11.1,,363,,,,65.94,,,990,,,2.3,,,,,,,,,,,,,,,,,,,,
2020,1,8,13,0,17.2,,,,,,,,11.1,,317,,,,67.24,,,990,,,1.5,,,,,,,,,,,,,,,,,,,,
2020,1,8,14,0,16.9,,,,,,,,11.1,,219,,,,68.54,,,989,,,0.8,,,,,,,,,,,,,,,,,,,,
2020,1,8,15,0,16.4,,,,,,,,11.3,,141,,,,71.92,,,990,,,0.8,,,,,,,,,,,,,,,,,,,,
2020,1,8,16,0,15.2,,,,,,,,12.2,,58,,,,82.49,,,990,,,0.7,,,,,,,,,,,,,,,,,,,,
2020,1,8,17,0,13.9,,,,,,,,11.8,,1,,,,87.41,,,991,,,1,,,,,,,,,,,,,,,,,,,,
2020,1,8,18,0,13.2,,,,,,,,11.7,,0,,,,90.48,,,992,,,1.4,,,,,,,,,,,,,,,,,,,,
2020,1,8,19,0,12.4,,,,,,,,11.4,,0,,,,93.86,,,993,,,1.7,,,,,,,,,,,,,,,,,,,,
2020,1,8,20,0,11.6,,,,,,,,11.1,,0,,,,96.84,,,993,,,2.1,,,,,,,,,,,,,,,,,,,,
2020,1,8,21,0,10.6,,,,,,,,10.5,,0,,,,99.56,,,994,,,2.3,,,,,,,,,,,,,,,,,,,,
2020,1,8,22,0,9.8,,,,,,,,9.7,,0,,,,99.64,,,994,,,2.4,,,,,,,,,,,,,,,,,,,,
2020,1,8,23,0,9.1,,,,,,,,8.9,,0,,,,98.98,,,993,,,2.6,,,,,,,,,,,,,,,,,,,,
2020,1,9,0,0,8.4,,,,,,,,8.2,,0,,,,98.51,,,993,,,2.6,,,,,,,,,,,,,,,,,,,,
